Canonical_SMILES,Device_tier,Train/Valid/Test,CN,predicted,glob_vector,total_atoms,atom_shap_total,atomwise_shap
CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,2,Train,2.8,2.3950121,0.512221 0.471402 -0.846639 -0.293459 0.661530 -0.097989 -0.987769 -0.561722 0.628032 0.247357 -0.315106 1.119154 -0.339783 -0.014464 -0.868962 0.334744 0.193745 0.996047 0.225341 -0.781365 0.600881 -0.787895 -0.202997 -0.434883 -0.140400 -0.482051 -0.179025 0.380110 0.450652 -0.873168 0.347761 0.160647 -0.570506 -0.199000 0.248805 0.090445 0.070499 0.084188 0.110413 -0.151335 -0.455613 -0.395134 -0.572449 0.106242 0.252622 -0.366221 -0.375153 -0.258926 0.164419 -1.347210 -0.663337 -0.205890 -0.877613 0.050059 0.269110 0.088687 -0.197395 -0.057208 0.968883 -0.558046 -0.088680 -0.375617 0.190561 0.197330,15,2.3950120999999998,"[0.03780772 0.25817656 0.03780772 0.22131929 0.24322605 0.22131931
 0.24322609 0.22131927 0.24322614 0.25817653 0.0378077  0.0378077
 0.25817662 0.0378077  0.0378077 ]"
C1=CC=C(C=C1)COCC2=CC=CC=C2,1,Valid,8.1,8.036694,0.103238 2.813334 -1.849224 -0.616937 -0.077325 -0.221809 -2.626005 -0.292750 1.077181 0.041270 0.658050 1.043388 0.923936 0.483321 -0.064307 0.761221 1.192079 0.364244 0.895776 -0.579990 1.980256 0.628912 -0.297343 0.608233 -0.147985 -0.933331 0.198873 0.529611 0.274173 -1.540902 0.194362 0.151746 -0.771533 -0.570570 -0.761271 0.400264 0.075981 0.734466 0.896857 -1.675490 1.235153 1.065928 -1.130153 -0.068640 1.442460 0.159836 0.493204 -0.783610 -0.015619 -2.030313 0.606935 0.974565 -1.536540 -0.502348 0.712140 -0.852463 0.099720 -1.518025 1.266775 -0.551187 -0.206619 -0.571172 0.735928 0.364057,15,8.036694000000002,"[ 0.23236101  0.91993939  1.78200194  0.32723325  1.78200194  0.91993939
 -1.07658013 -1.73710116 -1.07657833  0.32723294  1.78200287  0.9199384
  0.23236123  0.9199384   1.78200287]"
CCCCCCCCCCCC(=O)OC,1,Valid,66.7,63.465496,2.958362 16.334892 -10.288381 -5.892757 3.706989 1.306649 -19.166700 -3.303715 10.874855 -0.887828 2.301483 5.287771 4.000036 -2.393721 -0.425984 10.540546 9.122638 6.418564 7.778527 -5.184964 12.468801 3.659959 3.633569 5.986988 -1.593847 -5.676315 1.093506 1.588655 5.396750 -14.408720 3.466271 -1.332908 -5.765076 -8.058748 -4.729846 1.440747 4.738842 3.382663 0.661728 -10.015376 9.117611 5.824383 -4.702174 2.584131 7.961110 -1.162490 5.976881 -9.411393 -0.957152 -17.764769 3.569149 8.550118 -11.984358 -8.910058 7.267823 -5.058632 -1.353534 -8.736458 12.267134 -6.672215 -0.231849 -3.404001 9.160624 3.415236,15,63.465496000000016,"[2.88688808 4.82911634 5.3964161  5.85196914 5.88715595 5.86734894
 5.86734894 5.88326436 4.67061102 3.34397255 1.44941946 3.03114945
 2.25862789 3.44825278 2.79395502]"
CC(=O)OCC(COC(=O)C)OC(=O)C,3,Valid,5.0,10.010638,0.420252 4.052203 -2.031354 3.925066 -3.461861 -0.978198 -2.913761 -1.126578 2.563087 2.830431 2.126657 4.567978 0.094536 1.368458 0.820679 -1.709644 0.434061 3.925896 -1.693390 -2.324861 4.424847 -2.297697 0.408940 -1.299493 -1.543545 -1.531174 -0.224777 0.019670 2.048099 -3.365444 1.051643 -0.964159 -2.785810 -1.464741 -0.933304 0.235272 -1.590733 0.641044 3.270091 -0.415804 1.073327 -0.675108 -0.859509 -2.111813 3.421760 1.791393 1.747361 2.714775 -0.030479 0.095376 -0.260826 -0.387186 1.117571 0.754696 2.547802 -2.105181 1.112766 -4.158707 1.311756 -2.533631 -2.437651 -0.666699 1.817190 -0.615943,15,10.010638000000007,"[ 0.16963285 -2.25187947  0.45623038  1.50800959  1.06468271 12.06952207
  1.06468125  1.50800693 -2.25188294  0.45623236  0.16963614 -2.90874108
 -2.15931106  0.63281193  0.48300634]"
CCCCCCCCOC(=O)CCCC,3,Valid,49.0,47.565205,2.003502 12.036857 -7.989311 -4.151509 2.525158 0.749571 -14.321971 -2.803139 7.886193 -0.328557 1.479364 4.094882 3.513160 -1.944963 0.018221 7.462636 6.517973 4.807415 5.548387 -3.681040 9.532623 2.820630 2.704480 4.147899 -1.177848 -4.404529 0.532124 1.176618 4.327725 -10.481577 2.571875 -1.043774 -4.365516 -5.713329 -2.949457 1.045956 3.207500 2.891378 0.948498 -7.736282 6.808649 4.076690 -3.241092 1.836646 5.975099 -1.062616 4.582462 -7.096053 -1.037127 -12.821953 2.598144 6.653337 -9.178608 -6.173413 5.556560 -3.575958 -1.016273 -6.890918 9.246101 -5.393256 -0.261479 -2.423753 6.834255 2.955157,15,47.565205000000006,"[  6.94428879  -0.47607052  -5.6427626  -11.07255247 -11.35983791
 -12.71961395 -13.07844682   9.3106717   14.11137292  18.87072746
  15.97059382   6.75310408  11.3984435    9.6438369    8.9114501 ]"
C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,1,Test,29.0,29.494143,1.613431 7.611728 -4.572699 -2.566845 1.717590 1.141388 -8.985866 -0.980807 5.409912 -0.345880 2.105520 2.819278 1.892789 -0.807193 -0.706616 5.231634 4.395764 2.977214 3.659087 -2.521760 5.676105 1.378716 1.180882 3.568956 -0.923840 -2.247138 0.089441 0.602973 2.193293 -6.780894 1.191823 -0.309781 -2.632327 -4.487630 -2.817498 1.414176 2.340976 1.172094 0.765195 -4.541322 4.326156 3.202486 -3.181108 1.371460 4.159777 -0.278661 1.916558 -4.641717 -0.109383 -8.429684 2.224543 3.480844 -4.974811 -4.071483 3.032211 -2.654459 -0.379840 -4.179008 5.640695 -2.122767 -0.154945 -1.742975 4.169554 0.950424,15,29.494143000000005,"[0.98315969 2.48615028 1.6629058  1.66165761 1.80620501 2.51907176
 1.11323963 2.77866152 1.85386721 4.45567907 2.78604854 1.86100011
 1.823727   0.85138487 0.85138487]"
CCCCCCCCCCCCOC=C,1,Test,101.7,107.97815,6.451596 27.840672 -16.594213 -8.872107 5.783246 3.399348 -33.486855 -5.221124 19.025032 -0.879202 5.660022 9.922517 8.353501 -4.538862 -2.139200 18.833878 15.657076 10.641316 13.611734 -8.424176 20.780622 4.712079 5.289605 11.895427 -3.341228 -9.288100 2.062151 1.979148 9.022707 -25.459976 5.108077 -2.028621 -10.229513 -15.411489 -9.641451 3.699754 7.977904 5.241143 2.435367 -16.233654 15.991009 9.710721 -10.045782 5.913264 14.484249 -2.056745 9.059355 -17.552176 -1.236195 -30.187721 7.214520 13.747982 -20.074799 -15.065488 11.023572 -7.869246 -2.891820 -15.511101 20.519211 -9.580410 -0.331045 -6.006705 15.482282 4.630974,15,107.97814999999997,"[3.5693707  7.06892965 8.7282612  9.41666293 9.52571323 9.50630611
 9.50630611 9.50630611 9.53003812 9.38972349 7.93297638 5.0388409
 3.26171435 3.80876762 2.18823311]"
CC(C)CCOCC(=O)OCCC(C)C,1,Test,47.1,41.772163,1.513610 10.376162 -7.381830 -2.675211 1.663831 0.944290 -13.468386 -1.614628 6.829513 0.516590 2.496276 5.250103 4.015067 -1.264305 -0.146221 6.827877 5.702469 4.193206 4.647530 -2.557489 8.751252 2.619491 1.463932 4.917083 -0.952942 -3.209257 0.587342 2.181034 4.169166 -8.913090 1.844776 -0.221714 -4.166224 -5.722820 -1.860879 1.464813 2.266731 2.379786 1.786562 -6.633477 6.072615 3.941040 -4.471795 1.612613 6.593934 -0.923580 3.710778 -5.204562 -0.698492 -10.889383 3.562047 4.755136 -7.812429 -5.700341 4.103492 -2.565311 -1.867181 -6.052386 8.543417 -3.592383 -0.879715 -2.618803 6.279702 2.057774,15,41.77216299999999,"[  6.01419647 -24.38289028   6.01419647  20.07379229  12.8534227
  11.55189234   6.7956444    6.12041349  -5.0077373    2.09693744
   1.65321114  13.15492105 -27.19422872   6.01419576   6.01419576]"
CCC(C)CCCC(C)CCCC(C)C,1,Test,58.51666667,59.76115,3.271650 15.105779 -9.370962 -5.077581 3.375237 2.059836 -18.511244 -2.829583 10.930968 -1.129895 3.231938 5.553370 3.764641 -2.609073 -1.381978 11.209265 8.893921 5.291409 7.635582 -5.166120 11.469366 2.642108 2.440124 6.770083 -1.361204 -4.883935 0.760194 2.178287 5.136824 -13.679438 2.075537 -0.706846 -5.079414 -9.401979 -4.857450 2.387094 5.280264 2.858327 0.925985 -9.561989 8.400749 6.243949 -6.298786 2.855379 8.023756 -0.844959 4.711897 -9.322964 -0.231373 -17.456142 3.744423 6.760537 -10.906116 -9.169853 6.096114 -5.066706 -1.667745 -7.746667 11.986528 -4.976398 -1.065053 -3.524461 8.478781 2.462773,15,59.76115,"[1.58545396 3.48882651 6.51540249 2.44882765 4.58867921 3.77764502
 4.56205003 6.32090708 2.36432082 4.56775992 3.72224027 4.49326672
 6.52313248 2.40131891 2.40131891]"
CCCCCCCCCC(=O)OC(C)C,1,Test,46.6,60.502346,2.619095 15.405798 -9.396078 -5.436381 3.458164 1.125325 -18.870497 -3.325756 10.318905 -0.598577 2.951851 5.898749 3.798809 -2.566913 -0.436924 10.428015 8.626317 5.811983 7.230993 -4.721838 11.767281 3.502509 2.754747 6.246235 -1.227285 -4.834542 1.162724 2.260649 5.634394 -13.586681 2.890490 -1.517213 -5.200253 -7.932425 -4.334130 1.952535 4.856742 3.233834 0.657104 -9.675856 8.646437 5.788343 -4.900665 2.220994 8.027617 -1.506073 5.507632 -8.688620 -0.454322 -16.760765 3.381869 7.436824 -11.502030 -8.736036 6.416224 -4.732400 -1.638409 -7.905046 12.125223 -5.872099 -0.200287 -3.439696 8.654049 3.237329,15,60.502346,"[ 2.34867798  3.80040737  4.51434328  5.19184014  5.30183552  5.30322104
  4.51477053  3.33819375  2.20946     2.81291664  0.7233655   2.42982457
 13.07299592  2.47024689  2.47024689]"
CCCCOC(=O)CC(=O)OCCCC,1,Test,21.0,26.952509,0.785995 9.005214 -5.459698 -1.461303 0.322197 0.622665 -8.531504 -1.121335 4.682676 -0.341894 1.390640 3.632495 3.676850 0.219003 0.727491 3.311633 4.860131 3.808221 3.450492 -1.434270 6.841321 1.598641 0.262493 0.835401 0.305045 -1.607255 0.706299 1.908777 2.062151 -6.300542 1.488815 -0.777771 -2.124958 -3.299227 -1.703314 1.884163 1.111380 1.797167 1.581385 -5.194054 4.488815 3.784922 -0.966014 1.092206 4.895703 -0.018594 2.251698 -1.585015 -1.290688 -6.684686 1.913802 3.688120 -4.628161 -2.152873 3.534068 -2.569380 -0.401312 -4.949416 4.877987 -3.560072 -1.062860 -1.550224 3.385227 1.467565,15,26.952509000000003,"[1.6974385  3.15338193 2.8568287  1.30264996 1.05607231 1.44677167
 0.98510147 1.95602032 1.44677164 0.98510114 1.05607222 1.30265001
 2.85682869 3.15338193 1.6974385 ]"
CCCCC(=O)OC.CCCCC(=O)OC,1,Train,13.3,12.412267,0.465857 3.477323 -3.359799 0.796889 -1.621382 -0.677095 -3.418510 -0.976701 2.019937 1.132740 0.063665 3.034097 2.355287 0.815554 0.571889 0.097022 2.251132 3.391006 0.551594 -0.824075 4.290808 -0.457439 0.519593 -0.705311 -0.492330 -0.921281 -0.013175 0.815263 1.082156 -3.201905 2.090559 -0.167999 -2.139679 -1.036215 0.398002 -0.927414 -1.126670 1.125837 1.471863 -2.426939 1.913039 1.243839 -0.099733 -0.336777 1.908745 0.831693 2.095511 0.955135 -1.412213 -1.954648 1.193074 2.102847 -0.744312 -0.458777 1.832888 -1.502899 0.024468 -3.901284 2.542418 -3.427073 -1.606573 -0.761193 1.881934 0.293041,16,12.412267,"[1.75624931 2.05102861 0.90683531 0.29158655 0.00336461 0.44186561
 0.072788   0.68241591 1.75624931 2.05102913 0.90683518 0.29158655
 0.00336386 0.4418655  0.07278816 0.68241542]"
CCCCCCCCCCCCCCCC,1,Train,100.0,98.50859,6.277164 24.945839 -14.590841 -8.564964 5.507746 3.000398 -30.113949 -5.105489 17.313143 -0.709939 5.313662 8.639471 6.959692 -4.216497 -2.310049 17.148096 14.474743 9.977670 12.600968 -8.240645 19.076574 4.159657 4.702128 10.447417 -3.120160 -8.497581 1.630863 1.909662 7.814994 -23.418192 4.495766 -2.200963 -9.681038 -13.586219 -8.536769 3.039793 7.642861 4.446474 1.801799 -14.687181 14.401490 8.998795 -8.573417 5.140839 12.804036 -1.246678 8.133064 -15.997604 -1.050616 -27.656816 6.363541 12.966204 -18.042480 -13.945438 9.905460 -7.899817 -2.347333 -13.864371 18.624437 -9.354834 -0.314519 -5.369434 14.002165 4.564060,16,98.50859,"[1.66683508 3.77278925 5.92657639 7.38319975 7.63356346 7.62377702
 7.62377702 7.62377702 7.62377702 7.62377702 7.62377702 7.63356346
 7.38319975 5.92657639 3.77278925 1.66683508]"
CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,1,Train,19.2,19.920933,0.768949 5.667288 -2.682712 -1.605123 1.184625 0.255074 -6.302267 -0.572666 3.800801 0.028846 1.449317 2.294445 1.429244 -0.730445 -0.556997 3.551467 3.024352 1.753487 2.806424 -1.606352 3.826368 0.978922 0.237194 2.175581 -0.527363 -1.769341 -0.096653 0.335605 1.580271 -4.126432 0.955894 -0.129232 -1.383720 -3.303653 -2.324441 1.023204 1.882143 0.931827 0.897299 -3.043025 2.660140 2.298372 -2.359991 0.852465 2.967015 -0.084538 1.374458 -2.851483 0.233834 -5.685049 1.176007 2.027144 -3.209624 -2.568825 2.100985 -1.787120 0.346050 -2.866373 3.659484 -1.382073 0.252047 -0.943897 2.707703 1.168665,16,19.920933,"[ 0.76753595  1.10041084  2.26202769  2.15214436  2.4917181   1.80055215
  2.57904559  1.9249393   1.40981797  0.69760862  0.37182102  0.27077661
  0.16163581 -0.04973442  1.21309747  0.76753595]"
CCCCCCC(C)C(C)CCCCCC,1,Train,40.125,40.84134,2.196454 9.977654 -6.323365 -3.489129 1.953693 0.870072 -12.117785 -2.791443 7.188493 -0.318810 1.589248 3.798496 2.070586 -1.998931 -0.662734 6.895618 5.998876 3.928507 4.808984 -3.427899 7.880402 1.215333 2.155432 3.919514 -1.174167 -3.806679 0.335857 0.953020 3.509531 -9.280960 2.106733 -0.823739 -3.974412 -5.863330 -3.154540 0.952540 3.256997 2.291483 0.683204 -6.803788 5.724920 3.646087 -3.615206 1.641277 5.223250 -0.838354 3.568142 -6.858666 -0.376841 -11.659178 2.088380 4.948323 -7.672326 -6.001944 4.135524 -3.378110 -1.038953 -5.311335 7.935976 -3.952314 -0.360012 -2.503159 5.684384 1.975544,16,40.841339999999995,"[4.29547729 1.90560011 3.2640944  1.69399319 2.04556554 0.53245757
 5.55296119 1.13052227 5.55296016 1.13052103 0.53245599 2.04556627
 1.69399319 3.2640944  1.90560011 4.29547729]"
CCCCCCCCCCCC(=O)OCC,1,Train,65.165,64.38659,2.986678 16.479546 -10.540636 -5.830582 3.564722 1.338032 -19.584616 -3.271189 10.968631 -0.718610 2.552338 5.620551 4.634604 -2.503001 -0.360005 10.774763 9.114068 6.555780 7.915472 -5.029623 12.639015 3.493836 3.543715 6.170342 -1.685450 -5.656234 1.039727 1.702935 5.535250 -14.453992 3.392806 -1.322598 -5.955539 -8.256132 -4.734189 1.722772 4.585864 3.572586 1.060258 -10.259632 9.312613 5.933002 -5.042849 2.842797 8.277100 -1.373173 5.932456 -9.710892 -1.086049 -17.743729 3.766639 8.523224 -12.179797 -8.719535 7.322870 -4.882169 -1.389072 -9.074072 12.436977 -6.635420 -0.163437 -3.466328 9.272548 3.418472,16,64.38659,"[3.29777225 4.93343529 4.96307339 3.69489373 3.84805573 3.68332255
 3.68332255 4.19269603 1.62544436 3.48910147 3.23906125 5.05562733
 6.80993952 3.60292778 6.56444096 1.70347582]"
CCCCCCCCCCCC(=O)OC=C,1,Train,77.0,76.244095,3.410206 20.007439 -12.127585 -6.894508 4.209600 1.831194 -23.733650 -3.416589 13.586969 -1.368690 3.533741 7.013384 5.023517 -2.987725 -0.957038 13.659005 11.403634 7.387410 9.810847 -6.122575 14.713386 4.277547 3.783212 7.958620 -1.587539 -6.304579 1.506909 2.659134 6.467404 -17.499634 3.567017 -1.574888 -6.323921 -10.591054 -6.137263 2.504983 6.246365 4.140285 0.889561 -11.982176 11.166457 7.760526 -6.796906 3.299003 10.159944 -1.847706 6.814871 -11.165386 -0.634847 -21.617546 4.343277 9.147706 -14.262604 -11.058687 8.165831 -6.128160 -1.933300 -10.398343 14.729280 -7.333111 -0.483037 -4.165240 10.840067 3.473911,16,76.244095,"[2.68106518 4.4967399  5.4080733  5.77499601 5.88612625 5.86767346
 5.86767346 5.90738844 5.0321461  3.66339789 2.14632667 3.37081232
 0.65058645 7.63290201 8.28019387 3.57799367]"
CCCCCCCCOC(C)C(=O)OCC,1,Train,62.2,62.040005,2.825890 16.679832 -9.188173 -5.090625 3.510409 1.579001 -19.873194 -1.987587 11.309729 -0.834978 3.370608 6.394342 4.519598 -2.065069 -0.559944 10.825004 9.319147 6.075437 8.947964 -5.057014 11.815624 4.580544 2.702121 7.165590 -0.991906 -4.851880 1.585522 1.922676 5.794003 -14.115566 2.826771 -1.636862 -4.376790 -8.715533 -5.716152 2.398735 5.193615 3.144273 0.628255 -9.222048 9.171689 6.393902 -5.237854 2.594792 8.643838 -1.248060 5.591916 -8.453760 -0.892585 -17.858482 3.244944 7.701942 -11.798371 -8.966104 6.357800 -4.849488 -1.512535 -8.569962 12.044762 -4.994567 0.038083 -3.281203 8.997933 3.526698,16,62.04000500000001,"[1.90936945 3.20333444 3.42136484 4.10595476 4.08735735 4.03909635
 3.36255556 2.96285737 4.08416532 6.59177402 3.6690482  6.41195096
 1.27999721 4.90304936 5.44035094 2.56777887]"
CC(=CCCC(=CCCC(=CCO)C)C)C,1,Train,24.0,24.26446,1.015848 6.838301 -3.345520 -1.936575 1.464433 0.481663 -7.708807 -0.608981 4.690623 -0.100219 1.790886 2.681268 1.716504 -0.803490 -0.725134 4.442826 3.690996 2.086800 3.437597 -2.003671 4.571424 1.304186 0.381642 2.850416 -0.605760 -1.993455 0.063179 0.425357 1.932543 -5.165474 1.106688 -0.142164 -1.688110 -4.120782 -2.835743 1.253359 2.348073 1.122553 0.949287 -3.733133 3.332484 2.853401 -2.874048 1.158432 3.527540 -0.122799 1.687407 -3.585515 0.215990 -7.072283 1.430398 2.586595 -3.912031 -3.341261 2.490512 -2.205510 0.255781 -3.491480 4.516008 -1.569829 0.127592 -1.117848 3.362478 1.266992,16,24.26446,"[ 2.57889312 -1.97835223  3.36753002  1.34608758  1.88018811  1.00628404
  3.0254681   1.6493703   1.57163907  0.20551727  2.57142672  0.24909027
  0.49735794  1.970599    1.74446758  2.57889312]"
CCCCCCCCCCCCCCC=C,1,Train,75.9,81.72197,5.013919 20.157684 -12.754333 -7.118618 4.286395 2.132970 -24.490143 -5.085935 13.983952 -0.429256 3.647459 6.863499 5.536457 -3.812547 -1.548112 13.842620 11.678924 8.654773 9.735332 -6.816174 15.900180 2.615794 4.443853 7.802423 -2.655722 -7.470895 0.977709 1.455273 6.597566 -19.164843 4.227295 -1.601872 -8.762423 -10.980574 -6.323797 1.816345 5.796491 4.253194 1.515357 -12.848843 11.571396 6.977412 -6.956612 4.073076 10.343246 -1.311335 6.800792 -13.557652 -0.883455 -22.767551 5.303608 10.709427 -15.063478 -11.408098 8.650970 -6.403367 -2.192483 -11.381416 15.663298 -8.367665 -0.287894 -4.722308 11.583441 3.725413,16,81.72197,"[ 1.55031149  3.15002964  6.2065313   7.33754332  7.69129715  7.75833127
  7.75833127  7.75833127  7.75833127  7.75833127  7.66522143  6.91138876
  4.4690289   0.34543429 -2.97011692  0.57364426]"
CCC(C)(CCCC(C)CCCC(C)C)O,1,Train,59.9,61.216396,3.215606 16.324659 -9.426893 -5.257402 3.303187 1.818639 -19.911766 -2.776857 11.926414 -0.935616 3.882770 6.599317 4.223347 -2.543338 -2.054314 12.655710 8.926496 6.023463 8.407619 -5.154313 11.348357 3.032383 1.725585 7.546016 -0.996712 -4.102407 0.806496 3.204195 5.719404 -14.381596 1.728895 -0.760071 -4.666059 -10.015960 -4.880414 3.098866 5.949649 2.752572 0.811716 -9.500602 8.290522 6.707045 -7.312264 3.596061 9.031917 -1.201389 4.634377 -8.831409 -0.243237 -17.667959 3.798470 6.247770 -11.205738 -9.407535 6.396091 -5.525395 -1.815384 -8.181377 12.433517 -4.445285 -1.552712 -3.603042 8.511726 2.341422,16,61.216395999999996,"[ 0.72220636  3.30761762 13.72851926  2.72172349  4.34794085  3.47967732
  3.47795106  5.3046847   1.25755064  3.47747472  3.45171337  3.57143108
  6.43453999  1.67184773  1.67184773  2.58967007]"
CCCCOC(=O)CCC(=O)OCCCC,1,Train,21.0,19.796068,0.589296 6.196537 -5.284497 -0.719360 -0.627357 -0.019812 -5.973481 -1.398605 3.112393 0.291123 0.288276 3.742030 3.487293 0.301254 0.624540 2.047111 3.469652 3.819384 2.226320 -1.049849 5.811448 -0.356327 0.378700 -0.311711 0.093257 -1.269301 0.188870 1.868595 1.947392 -4.977991 1.653906 0.114291 -2.915507 -2.123341 0.050447 0.239994 -0.383039 1.513501 1.462671 -4.093883 3.291425 2.656006 -0.457850 0.933786 3.473539 0.447708 1.583858 -0.114137 -1.647666 -4.450856 1.944591 3.068582 -2.457227 -1.269069 3.232194 -1.699737 -0.144635 -4.215637 4.186645 -3.879259 -2.338072 -1.326358 2.388187 0.593467,16,19.796068,"[ 2.26938894  2.88934712  2.89588726 -0.57273899  0.3397017   0.62764576
  1.02424037  0.42456225  0.42456127  0.62764377  1.02424109  0.33970243
 -0.57273835  2.89588731  2.88934712  2.26938894]"
CC(C)CCC(C)CCC(C)CC=C(C)C,1,Train,4.5,4.46381,0.247572 0.506100 -1.113435 -0.810971 0.414677 -0.975848 -0.962265 -1.010887 0.764177 0.214665 -0.494173 0.551684 -1.262567 0.032439 -0.189337 0.628295 0.455974 1.810102 0.181762 -1.556246 1.368967 -0.604589 -0.179284 -0.388275 -0.536050 -0.889661 -0.792493 0.044686 0.171329 -1.651020 0.748182 -0.014524 -1.368440 0.282313 0.567225 -0.594395 0.023472 0.719296 0.111466 -0.464394 0.104630 -0.805855 -0.078051 -0.560255 0.520005 -0.361191 0.189323 -1.163437 0.209104 -1.855058 -1.557508 0.247151 -0.655168 -0.942425 0.536127 0.307457 -0.446525 -0.746370 1.267954 -0.569682 0.290277 -0.513599 0.440171 0.295811,16,4.463809999999999,"[ 0.30539052  2.23114694  0.30539052  2.15445284  3.24892502  4.80892936
  1.58768184  3.7072169   3.72187655  3.81554543  1.27666957  0.60114388
 -1.4945299  -9.64548964 -6.08026992 -6.08026992]"
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,1,Train,24.04,24.26446,1.015848 6.838301 -3.345520 -1.936575 1.464433 0.481663 -7.708807 -0.608981 4.690623 -0.100219 1.790886 2.681269 1.716504 -0.803489 -0.725135 4.442826 3.690995 2.086801 3.437597 -2.003671 4.571424 1.304185 0.381642 2.850416 -0.605760 -1.993455 0.063178 0.425357 1.932543 -5.165474 1.106688 -0.142164 -1.688110 -4.120782 -2.835743 1.253359 2.348073 1.122553 0.949287 -3.733133 3.332484 2.853401 -2.874048 1.158433 3.527540 -0.122798 1.687407 -3.585515 0.215990 -7.072283 1.430399 2.586595 -3.912031 -3.341261 2.490512 -2.205510 0.255781 -3.491480 4.516008 -1.569829 0.127592 -1.117848 3.362478 1.266992,16,24.26446,"[ 2.57884568 -1.978236    3.36748346  1.34609329  1.88018957  1.00633097
  3.02543363  1.64937057  1.5716466   0.20557215  2.57138829  0.24911647
  0.49736596  1.97056989  1.74444377  2.57884568]"
CC(C)CCOC(=O)C(C)OCCC(C)C,1,Train,43.6,43.0484,1.769779 11.004609 -7.018494 -2.747751 1.897977 1.343909 -13.907845 -1.255634 7.236892 0.488109 3.013412 5.134758 4.026317 -1.184983 -0.194921 7.283832 6.264425 4.347262 5.128706 -2.743011 8.799249 3.106739 1.474770 5.545515 -1.016670 -3.247221 0.744799 1.848400 4.244548 -9.027396 1.938434 -0.436832 -4.014591 -6.190103 -2.914485 1.921720 2.956389 2.162359 1.627875 -6.515017 6.470967 4.385486 -4.413153 1.695873 6.712340 -0.847081 3.836102 -5.572124 -0.435823 -11.543972 3.430499 4.750918 -8.108759 -5.831630 4.159077 -2.736877 -1.634286 -6.203905 8.565159 -3.114613 -0.311012 -2.631181 6.446479 1.914465,16,43.04840000000001,"[ 1.82912194 18.12010916  1.82912194 -5.5686665  -5.60056345  2.9985324
  3.91766952  0.79666815 12.90373771  5.69636603  1.8811358  -7.63673348
 -7.63980888 15.86346994  1.82911987  1.82911987]"
CCCCCCC(=C(C)CCC=C(C)C)C,3,Train,24.0,25.41926,1.104107 6.616273 -4.041827 -2.260371 1.291222 0.533695 -7.499605 -1.667530 4.625765 -0.144775 1.086693 2.254392 1.071015 -1.049774 -0.370778 4.476938 3.726555 2.354273 3.098962 -2.314854 4.759101 0.964252 1.183548 2.511325 -0.600533 -2.307840 -0.061509 0.348307 2.356467 -5.655935 1.196602 -0.343460 -2.412943 -3.672096 -2.121157 0.763413 2.205968 1.440088 0.525412 -4.285147 3.514125 2.545882 -2.323190 0.889491 3.163024 -0.437166 1.884345 -4.020964 -0.128788 -7.443251 1.385014 3.019684 -4.695885 -3.545555 2.654821 -2.093766 -0.238895 -3.388621 5.009267 -2.258249 -0.092930 -1.499946 3.342832 1.259934,16,25.419260000000005,"[1.13412643 1.81143601 2.76204273 3.11289317 2.46186446 1.54646176
 0.90196577 0.77387909 0.28033436 1.17396488 1.81121893 2.35924316
 2.50748831 1.25653717 1.25653717 0.26926659]"
CCCCCC[C@@H](C(C)C)C1CCCCC1,3,Train,56.0,58.771645,3.505496 15.029711 -9.063091 -5.141305 3.342414 1.953780 -18.215384 -2.928673 10.549033 -0.593894 3.386377 5.334205 3.755243 -2.213303 -1.395767 10.684369 8.734946 5.616468 7.272821 -5.048598 11.521832 2.703591 2.470826 6.557457 -1.620667 -4.742352 0.741108 1.672467 4.722147 -13.615724 2.448303 -1.021657 -5.561802 -8.617213 -5.036095 2.379605 4.950893 2.594673 1.039857 -9.134541 8.434145 5.785336 -5.754076 2.789840 8.025830 -0.895870 4.515104 -9.277262 -0.227852 -16.650190 3.826582 6.945378 -10.704899 -8.483322 5.888216 -4.949478 -1.561977 -7.972944 11.522669 -4.937237 -0.515185 -3.397375 8.260428 2.298917,16,58.77164500000001,"[1.56712476 3.18821979 4.12803233 4.82280403 4.50978692 4.00213713
 5.66413239 6.51634952 1.66738699 1.66738699 4.87036453 3.39447394
 3.11969987 3.139572   3.11969987 3.39447394]"
CCCC(CCCC)=CCCCCCCC,3,Train,45.0,46.6985,2.503141 11.762754 -7.079147 -3.942511 2.530592 1.241145 -14.110673 -2.476056 8.636630 -0.481384 2.356993 4.356772 2.722215 -2.205375 -0.885728 8.269601 6.798689 4.402494 5.939927 -4.062066 8.807669 1.896417 2.404990 5.145236 -1.288745 -4.090835 0.546495 1.328577 4.094733 -10.755546 2.019215 -0.688156 -3.943094 -6.920764 -3.810903 1.321679 4.001940 2.433021 0.738441 -7.457407 6.619722 4.592036 -4.416324 2.077147 6.185618 -0.842216 3.665668 -7.385652 -0.216991 -13.545097 2.655811 5.584151 -8.652047 -7.095595 4.721356 -3.938089 -1.073869 -5.999414 9.192470 -4.267025 -0.500063 -2.769026 6.377384 2.122441,16,46.69850000000001,"[0.88049094 1.88473118 2.3502322  2.9987494  3.31703747 2.89147099
 2.75417783 1.33092709 2.76222291 3.05446805 3.89852376 5.26990404
 5.23696814 4.01960213 2.66996523 1.37902863]"
